Project Name,Name and Location,Latitude,Longitude,Project Type,Borough,Opening Date,Year,Image link,Body Text,Link Info
Clearview Park,"Clearview Park,Queens, NYC",-73.7856599,40.7778163,City Park,Queens,,1940,http://4.bp.blogspot.com/-iMYO_SzpR84/VabA_3VpX5I/AAAAAAAAE_w/8JtaxiQ2Wm0/s1600/IMG_9170.JPG,"Located at the foot of the Throgs Neck Bridge in Queens, Clearview Park Golf Course is the busiest 18-hole course on the east coast for good reason. Recent renovations on this 6,328-yard par 70 course accent the original design to provide golfers of all levels with an exceptional experience. Newly constructed forward, mid, and back tees are forgiving for beginners but include challenges for golfers of all skill levels. The new 8,000-square-foot putting green is a great place to warm up or sharpen your short game, and the spectacularly-remodeled clubhouse provides a terrific locale for events of all sizes and types, available for both indoor and outdoor celebrations. Whether you’re looking for a relaxing day on the course, a setting for your next special event, or just an enjoyable escape from the city, Clearview Park Golf Course has the experience and amenities to meet your needs and exceed your expectations.",http://www.clearviewparkgc.com/
College Point Park,"College Point Park,Queens, NYC",-73.8465009,40.7857783,City Park,Queens,,1937,https://www.nycgovparks.org/photo_gallery/full_size/18999.jpg,"The area surrounding this community was first settled in 1645 when Dutch Governor Willem Kieft (1597-1647) purchased the parcel of land and granted use to Dutch and English families. Governor Kieft allocated the 900 acres that currently constitute College Point to the Lawrence family, but in 1788, William Lawrence began to sell his land to pay off debts. College Point takes its name from St. Paul’s College, founded here in 1838.

One of the most notable later settlers in the College Point district was Reverend William A. Muhlenberg (1796-1877), who purchased all the land on the tip of the Lawrence peninsula. Reverend Muhlenberg attempted to meld the differing viewpoints of Protestantism and Catholicism within the Evangelical Church, an effort that culminated in the formation of “St. Johnland,” a utopian industrial community on nearby Long Island.",https://www.nycgovparks.org/parks/college-point-park
Kissena Park Corridor,"Kissena Park Corridor,Queens, NYC",-73.8205859,40.7473524,City Park,Queens,,1967,http://forgotten-ny.com/wp-content/gallery/neighborhoods_kissena_01/20.welcome.kissena.jpg,"Kissena Corridor Park consists of two separate corridors that link together much of the parkland in eastern Queens. The western corridor ties Flushing Meadows-Corona Park to Kissena Park, and the eastern corridor continues to connect Cunningham Park on the other side. Although it is composed of two different parts, it is considered a whole, as its sections form a continuous green space together with Kissena Park.",https://www.nycgovparks.org/parks/kissena-corridor-park
Corlears Hook Park,"Corlears Hook Park,Manhattan, NYC",-73.9796972,40.7116965,City Park,Manhattan,,1945,http://static.panoramio.com/photos/large/84698057.jpg,"This spacious park, located at the intersection of Jackson and Cherry Streets along the Franklin Delano Roosevelt (FDR) Drive on Manhattan’s Lower East Side, is named after 17th century Dutch landowners, the Van Corlear family, and the geographic bend in the shoreline that had the shape of a hook.",https://www.nycgovparks.org/parks/corlears-hook-park
Highbridge Park,"Highbridge Park,Manhattan, NYC",-73.9329638,40.8446296,City Park,Manhattan,,1936,https://www.nycgovparks.org/photo_gallery/full_size/23019.jpg,"Named after the High Bridge, the city's oldest standing bridge, Highbridge Park was assembled piecemeal between 1867 and the 1960s, with the bulk being acquired through condemnation from 1895 to 1901.

Although widely known for its important landmarks, the Highbridge tower and formerly mentioned bridge, the park offers natural beauty and recreational fun that serve as reason enough to visit. The park boasts the city’s first mountain biking course and a world class skate park. Open vistas and an unusual geologic makeup greet visitors who stroll the pathways north and south through the park, while pedestrians and waterside cyclists on the greenways cherish its magnificent cliffs and large rock outcroppings. The Highbridge Recreation Center and Pool have kept active New Yorkers busy since 1936, and several playgrounds and ballfields have been constructed throughout the park over the last century.",https://www.nycgovparks.org/parks/highbridge-park
Inwood Hill Park,"Inwood Hill Park,Manhattan, NYC",-73.924384,40.8723448,City Park,Manhattan,,1935,https://www.nycgovparks.org/photo_gallery/full_size/9711.jpg,"There's old New York, and then there's old New York. Inwood Hill Park is a living piece of old New York. Evidence of its prehistoric roots exists as dramatic caves, valleys, and ridges left as the result of shifting glaciers. Evidence of its uninhabited state afterward remains as its forest and salt marsh (the last natural one in Manhattan), and evidence of its use by Native Americans in the 17th century continues to be discovered. Much has occurred on the land that now composes Inwood Hill Park since the arrival of European colonists in the 17th and 18th centuries, but luckily, most of the park was largely untouched by the wars and development that took place.

The park continues to honor and cultivate its environment. A hiking trail and the Hudson River Bike Trail offer visitors chances to appreciate large stretches of the park's natural beauty in an environmentally friendly manner. Also, the park is one of the best places to spot a bald eagle in the City, after the Urban Park Rangers launched a bald eagle release project in the park in 2002. The park also manages to present modern conveniences like athletic fields, playgrounds, dog runs, and a barbecue area, in harmony with its natural assets.",https://www.nycgovparks.org/parks/inwood-hill-park
Central Park North Meadow,"Central Park North Meadow,Manhattan, NYC",-73.9587593,40.7917758,City Park,Manhattan,,1934,https://www.nycgovparks.org/photo_gallery/full_size/17854.jpg,"This 23-acre meadow, the largest in Central Park, features 7 baseball & 5 softball fields.",http://www.centralparknyc.org/things-to-see-and-do/attractions/north-meadow.html
Great Lawn,"Great Lawn,Manhattan, NYC",-73.9666448,40.7812116,City Park,Manhattan,,1936,https://www.nyc-arts.org/wp-content/uploads/2014/07/great-lawn-l.jpg,"In the center of Central Park lies the Great Lawn, a green pasture of 55-acres that is considered one of the most famous lawns in the world. Located mid-park from 79th to 85th Streets, the Great Lawn is a wonderful place to have a picnic on a spring afternoon or to catch some rays in the summer sun.  It is open from mid-April until mid-November. 

Historically, the Great Lawn was not in the original plan of Central Park.  The space was instead occupied by the rectangular Croton Reservoir, constructed in 1842.  However, in 1917, the reservoir was made obsolete when a new water tunnel was built and all of its water was drained in 1931.  During the Great Depression the area served as the home of displaced residents and surplus supplies and materials leftover from the construction of a subway line and Rockefeller Center.",http://www.centralpark.com/guide/attractions/great-lawn.html
Mary Harriman Rumsey Playground,"Mary Harriman Rumsey Playground,Manhattan, NYC",-73.9702016,40.7727232,City Park,Manhattan,,1937,http://www.centralpark-ny.com/assets/additions-main/rumsey/P0011243.jpg,"Rumsey Playfield is a hot spot for music, dance, spoken word and film as the home of the popular SummerStage cultural series. Curtis Mayfield, Toni Morrison, the Beastie Boys, and Vampire Weekend are a few of the world-renowned and emerging artists who have performed here.

Much of the playfield's history has been all about entertainment.  In the late 19th century, there was the Ladies' Refreshment Saloon, a respectable establishment where proper Victorian women could dine in public without a male escort.

Soon after the building became known as the ""Casino"" (which means ""Little House"" in Italian) — not a place for roulette tables or slot machines — but actually the Park's first formal restaurant for coed dining.

In the 1920s, the staid restaurant became an elegant Art Deco night club where ""Gentleman"" Jimmy Walker, the Mayor of New York City, his mistress, and the beau monde of New York wined and dined here. The Casino featured not one, but two orchestras, bolstering the career of then unknown orchestra leader, Eddie Duchin, who enticed such Hollywood stars as Ethel Merman to perform with him.

The Casino was torn down during 1930s and the Mary Harriman Rumsey Playground was built in its place. Like the rest of the Park, the playground was in bad shape by the 1970s. Central Park Conservancy stepped in to restore the space so gym classes could play on a safe, enclosed area away from the Park's other visitors. SummerStage started in 1990, and the musical tradition carries on.

In 2016 Central Park Conservancy restored the landscape around Rumsey Playfield. The work included rebuilding paths and expanding irrigation infrastructure in the landscape to keep the Park beautiful.",http://www.centralparknyc.org/things-to-see-and-do/attractions/rumsey-playfield.html
Tavern on the Green,"Tavern on the Green,Manhattan, NYC",-73.9777215,40.7721869,City Park,Manhattan,,1934,http://inhabitat.com/nyc/wp-content/blogs.dir/2/files/2014/04/Tavern-on-the-Green-Outside-537x402.jpg,"Tavern on the Green is an American cuisine restaurant located in Central Park in Manhattan, New York City, near the intersection of Central Park West at West 66th Street on the Upper West Side. It originally operated from 1934 to 2009 under various owners. From 2010 until 2012, the building was used as a public visitors center and gift shop run by the New York City Department of Parks and Recreation. After undergoing a multimillion-dollar renovation, Tavern on the Green reopened as a restaurant on April 24, 2014.",https://en.wikipedia.org/wiki/Tavern_on_the_Green
Bathesda Terrace,"Bathesda Terrace,Manhattan, NYC",-73.9708181,40.7738198,City Park,Manhattan,,1935,http://www.centralpark.com/updata/Image/attractions/bethesda-terrace-f.jpg,Bethesda Terrace and Fountain overlook The Lake in New York City's Central Park. The fountain is located in the center of the terrace.,https://en.wikipedia.org/wiki/Bethesda_Terrace_and_Fountain
Central Park Zoo,"Central Park Zoo,Manhattan, NYC",-73.9718335,40.767778,City Park,Manhattan,,1934,http://www.cityprofile.com/forum/attachments/new-york/27967-new-york-central_park_zoo2.jpg,"The Central Park Zoo is a small 6.5-acre (2.6 ha) zoo located in Central Park in New York City. It is part of an integrated system of four zoos and the New York Aquarium managed by the Wildlife Conservation Society (WCS), and is accredited by the Association of Zoos and Aquariums (AZA).

The zoo began in the 1860s as a menagerie, making it the first official zoo to open in New York. The zoo was modified in 1934, with the addition of many new buildings ranged in a quadrangle around the sea lion pool. (The zoo from this era has been commonly known as the ""1934 Zoo"" or ""Robert Moses Zoo"".) Finally, the zoo was renovated in the mid-1980s and reopened in 1988, replacing the old-fashioned cages with naturalistic environments.",https://en.wikipedia.org/wiki/Central_Park_Zoo
Conservatory Garden,"Conservatory Garden,Manhattan, NYC",-73.9524239,40.7937474,City Park,Manhattan,,1937,http://www.centralpark.com/updata/Image/attractions/the-summer-conservatory-garden-f.jpg,"The Conservatory Garden is Central Park's six-acre formal garden. It is divided into three smaller gardens, each with a distinct style: Italian, French, and English. The Garden's main entrance is through the Vanderbilt Gate, on Fifth Avenue between 104th and 105th Streets. This magnificent iron gate, made in Paris in 1894, originally stood before the Vanderbilt mansion at Fifth Avenue and 58th Street.

The Italianate center garden is composed of a large lawn surrounded by yew hedges and is bordered by two exquisite allées of spring-blooming pink and white crabapple trees. A 12-foot high jet fountain plays on the western end of the lawn, backed by tiered hedges and stairs that lead up to a wisteria pergola. On the walkway under the pergola are medallions inscribed with the names of the original 13 states.",http://www.centralparknyc.org/things-to-see-and-do/attractions/conservatory-garden.html?referrer=https
